Macros,Dia 1,Dia 2,Dia 3,Dia 4,Dia 5,Dia 6,Dia 7
Prot,144.00000012586585,143.99999966648005,144.00000012586594,143.99999966654536,144.0000001258659,143.99999966646416,144.000000125866
Carb,334.5771992920137,334.8093306944478,334.5771992920134,334.8093306943895,334.57719929201414,334.8093306948342,334.57719929201414
Gord,72.00000012041286,71.99999972489198,72.00000012041298,71.9999997248915,72.00000012041285,71.99999972490068,72.00000012041284
