Macros,Dia 1,Dia 2,Dia 3,Dia 4,Dia 5,Dia 6,Dia 7
Prot,2.054215912000746,1.846588808908741,2.054215910775347,1.8465888089580527,2.0542159118862737,1.8465888085530253,2.0542159111550804
Carb,4.400000000052423,4.400000000172386,4.400000000052407,4.400000000172387,4.400000000052429,4.400000000172445,4.400000000052435
Gord,0.9876926857859091,1.0799713978016634,0.9876926863305406,1.079971397779756,0.98769268583679,1.0799713979597652,0.9876926861617598
