Macros,Dia 1,Dia 2,Dia 3,Dia 4,Dia 5,Dia 6,Dia 7
Prot,1.800000001573323,1.7999999958310007,1.8000000015733242,1.7999999958318171,1.800000001573324,1.799999995830802,1.8000000015733248
Carb,4.182214991150171,4.185116633680598,4.182214991150167,4.185116633679868,4.182214991150177,4.1851166336854275,4.182214991150177
Gord,0.9000000015051608,0.8999999965611497,0.9000000015051622,0.8999999965611437,0.9000000015051606,0.8999999965612584,0.9000000015051605
