Macros,Dia 1,Dia 2,Dia 3,Dia 4,Dia 5,Dia 6,Dia 7
Prot,137.70000005919616,137.69999799934334,137.7000000591953,137.6999979993418,137.70000005919593,137.6999979993447,137.70000005919613
Carb,287.5664588371312,287.56645893812555,287.5664588371301,287.5664589381373,287.56645883713134,287.5664589381256,287.5664588371342
Gord,84.15000002188955,84.14999887800042,84.15000002189072,84.14999887799848,84.15000002189015,84.14999887799922,84.15000002188968
